URL,Name,Data Types,Default Task,Attribute Types,# Instances,# Attributes,Year,Description
http://archive.ics.uci.edu/ml/datasets/Parkinsons+Telemonitoring,Parkinsons Telemonitoring,Multivariate,Regression,"Integer, Real",5875,26,2009,Oxford Parkinson's Disease Telemonitoring Dataset
http://archive.ics.uci.edu/ml/datasets/PEMS-SF,PEMS-SF,"Multivariate, Time-Series",Classification,Real,440,138672,2011,"15 months worth of daily data (440 daily records) that describes the occupancy rate, between 0 and 1, of different car lanes of the San Francisco bay area freeways across time."
http://archive.ics.uci.edu/ml/datasets/Pen-Based+Recognition+of+Handwritten+Digits,Pen-Based Recognition of Handwritten Digits,Multivariate,Classification,Integer,10992,16,1998,Digit database of 250 samples from 44 writers
http://archive.ics.uci.edu/ml/datasets/Perfume+Data,Perfume Data,"Univariate, Domain-Theory","Classification, Clustering",Integer,560,2,2014,This data consists of odors of 20 different perfumes. Data was obtained by using a handheld odor meter (OMX-GR sensor) per second for 28 seconds period.
http://archive.ics.uci.edu/ml/datasets/Phishing+Websites,Phishing Websites,,Classification,Integer,2456,30,2015,This dataset collected mainly from
http://archive.ics.uci.edu/ml/datasets/Physical+Unclonable+Functions,Physical Unclonable Functions,Multivariate,Classification,Integer,6000000,129,2018,"The dataset is generated from Physical Unclonable Functions (PUFs) simulation, specifically XOR Arbiter PUFs. PUFs are used for authentication purposes. For more info, refer to our paper below."
http://archive.ics.uci.edu/ml/datasets/Physicochemical+Properties+of+Protein+Tertiary+Structure,Physicochemical Properties of Protein Tertiary Structure,Multivariate,Regression,Real,45730,9,2013,This is a data set of Physicochemical Properties of Protein Tertiary Structure. The data set is taken from CASP 5-9. There are 45730 decoys and size varying from 0 to 21 armstrong.
http://archive.ics.uci.edu/ml/datasets/Pioneer-1+Mobile+Robot+Data,Pioneer-1 Mobile Robot Data,"Multivariate, Time-Series",,"Categorical, Real",,,1999,"This dataset contains time series sensor readings of the Pioneer-1 mobile robot. The data is broken into ""experiences"" in which the robot takes action for some period of time and experiences a control"
http://archive.ics.uci.edu/ml/datasets/Pittsburgh+Bridges,Pittsburgh Bridges,Multivariate,Classification,"Categorical, Integer",108,13,1990,Bridges database that has original and numeric-discretized datasets
http://archive.ics.uci.edu/ml/datasets/Planning+Relax,Planning Relax,Univariate,Classification,Real,182,13,2012,The dataset concerns with the classification of two mental stages from recorded EEG signals
http://archive.ics.uci.edu/ml/datasets/Plants,Plants,Multivariate,Clustering,Categorical,22632,70,2008,Data has been extracted from the USDA plants database. It contains all plants (species and genera) in the database and the states of USA and Canada where they occur.
http://archive.ics.uci.edu/ml/datasets/PM2.5+Data+of+Five+Chinese+Cities,PM2.5 Data of Five Chinese Cities,"Multivariate, Time-Series",Regression,"Integer, Real",52854,86,2017,"This hourly data set contains the PM2.5 data in Beijing, Shanghai, Guangzhou, Chengdu and Shenyang. Meanwhile, meteorological data for each city are also included."
http://archive.ics.uci.edu/ml/datasets/PMU-UD,PMU-UD,Univariate,Classification,,5180,9,2018,"The handwritten dataset was collected from 170 participants with a total of 5,180 numeral patterns. The dataset is named Prince Mohammad Bin Fahd University - Urdu/Arabic Database (PMU-UD)."
http://archive.ics.uci.edu/ml/datasets/Poker+Hand,Poker Hand,Multivariate,Classification,"Categorical, Integer",1025010,11,2007,Purpose is to predict poker hands
http://archive.ics.uci.edu/ml/datasets/Polish+companies+bankruptcy+data,Polish companies bankruptcy data,Multivariate,Classification,Real,10503,64,2016,"The dataset is about bankruptcy prediction of Polish companies.The bankrupt companies were analyzed in the period 2000-2012, while the still operating companies were evaluated from 2007 to 2013."
http://archive.ics.uci.edu/ml/datasets/Post-Operative+Patient,Post-Operative Patient,Multivariate,Classification,"Categorical, Integer",90,8,1993,Dataset of patient features
http://archive.ics.uci.edu/ml/datasets/PPG-DaLiA,PPG-DaLiA,"Multivariate, Time-Series",Regression,Real,8300000,11,2019,"PPG-DaLiA contains data from 15 subjects wearing physiological and motion sensors, providing a PPG dataset for motion compensation and heart rate estimation in Daily Life Activities."
http://archive.ics.uci.edu/ml/datasets/Predict+keywords+activities+in+a+online+social+media,Predict keywords activities in a online social media,"Multivariate, Sequential, Time-Series",,"Integer, Real",51,35,2013,The data from Twitter was collected during 360 consecutive days. It was done by querying 1497 English keywords sampled from Wikipedia. This dataset is proposed in a Learning to rank setting.
http://archive.ics.uci.edu/ml/datasets/Primary+Tumor,Primary Tumor,Multivariate,Classification,Categorical,339,17,1988,From Ljubljana Oncology Institute
http://archive.ics.uci.edu/ml/datasets/Prodigy,Prodigy,Domain-Theory,,,,,,"Assorted domains like blocksworld, eightpuzzle, and schedworld."
http://archive.ics.uci.edu/ml/datasets/Protein+Data,Protein Data,,,,,,,Undocumented
http://archive.ics.uci.edu/ml/datasets/Pseudo+Periodic+Synthetic+Time+Series,Pseudo Periodic Synthetic Time Series,"Univariate, Time-Series",,,100000,,1999,"This data set is designed for testing indexing schemes in time series databases. The data appears highly periodic, but never exactly repeats itself."
http://archive.ics.uci.edu/ml/datasets/PubChem+Bioassay+Data,PubChem Bioassay Data,Multivariate,Classification,"Integer, Real",,,2011,These highly imbalanced bioassay datasets are from the differing types of screening that can be performed using HTS technology. 21 datasets were created from 12 bioassays.
http://archive.ics.uci.edu/ml/datasets/QSAR+androgen+receptor,QSAR androgen receptor,Multivariate,Classification,,1687,1024,2019,"1024 binary attributes (molecular fingerprints) used to classify 1687 chemicals into 2 classes (binder to androgen receptor/positive, non-binder to androgen receptor /negative)"
http://archive.ics.uci.edu/ml/datasets/QSAR+aquatic+toxicity,QSAR aquatic toxicity,Multivariate,Regression,Real,546,9,2019,Data set containing values for 8 attributes (molecular descriptors) of 546 chemicals used to predict quantitative acute aquatic toxicity towards Daphnia Magna..
http://archive.ics.uci.edu/ml/datasets/QSAR+Bioconcentration+classes+dataset,QSAR Bioconcentration classes dataset,Multivariate,"Classification, Regression",,779,14,2019,"Dataset of manually-curated Bioconcentration factor (BCF, fish) and mechanistic classes for QSAR modeling."
http://archive.ics.uci.edu/ml/datasets/QSAR+biodegradation,QSAR biodegradation,Multivariate,Classification,"Integer, Real",1055,41,2013,Data set containing values for 41 attributes (molecular descriptors) used to classify 1055 chemicals into 2 classes (ready and not ready biodegradable).
http://archive.ics.uci.edu/ml/datasets/QSAR+fish+bioconcentration+factor+%28BCF%29,QSAR fish bioconcentration factor (BCF),Multivariate,Regression,"Integer, Real",1056,7,2019,Experimental bioconcentration factor (BCF) for 1056 molecules and binary fingeprints (extended connectivity) to be used for QSAR modeling.
http://archive.ics.uci.edu/ml/datasets/QSAR+fish+toxicity,QSAR fish toxicity,Multivariate,Regression,Real,908,7,2019,Data set containing values for 6 attributes (molecular descriptors) of 908 chemicals used to predict quantitative acute aquatic toxicity towards the fish Pimephales promelas (fathead minnow).
http://archive.ics.uci.edu/ml/datasets/QSAR+oral+toxicity,QSAR oral toxicity,Multivariate,Classification,,8992,1024,2019,"Data set containing values for 1024 binary attributes (molecular fingerprints) used to classify 8992 chemicals into 2 classes (very toxic/positive, not very toxic/negative)"
http://archive.ics.uci.edu/ml/datasets/QtyT40I10D100K,QtyT40I10D100K,Sequential,,Integer,3960456,4,2012,"Since there is no numerical sequential data stream available in standard data sets, this data set is generated from the original T40I10D100K data set"
http://archive.ics.uci.edu/ml/datasets/Quadruped+Mammals,Quadruped Mammals,"Multivariate, Data-Generator",Classification,Real,,72,1992,The file animals.c is a data generator of structured instances representing quadruped animals
http://archive.ics.uci.edu/ml/datasets/Qualitative+Structure+Activity+Relationships,Qualitative Structure Activity Relationships,Domain-Theory,,,,,,Two sets of datasets are given
http://archive.ics.uci.edu/ml/datasets/Qualitative_Bankruptcy,Qualitative_Bankruptcy,Multivariate,Classification,,250,7,2014,Predict the Bankruptcy from Qualitative parameters from experts.
http://archive.ics.uci.edu/ml/datasets/Quality+Assessment+of+Digital+Colposcopies,Quality Assessment of Digital Colposcopies,Multivariate,Classification,Real,287,69,2017,This dataset explores the subjective quality assessment of digital colposcopies.
http://archive.ics.uci.edu/ml/datasets/Query+Analytics+Workloads+Dataset,Query Analytics Workloads Dataset,Multivariate,"Regression, Clustering",Real,260000,8,2019,The data-set contains three (3) sets of range/radius query workloads from Gaussian distributions over a real dataset; Each query is associated with aggregate scalar values (count/sum/average).
http://archive.ics.uci.edu/ml/datasets/Real+estate+valuation+data+set,Real estate valuation data set,Multivariate,Regression,"Integer, Real",414,7,2018,"The “real estate valuation” is a regression problem. The market historical data set of real estate valuation are collected from Sindian Dist., New Taipei City, Taiwan."
http://archive.ics.uci.edu/ml/datasets/REALDISP+Activity+Recognition+Dataset,REALDISP Activity Recognition Dataset,"Multivariate, Time-Series",Classification,Real,1419,120,2014,The REALDISP dataset is devised to evaluate techniques dealing with the effects of sensor displacement in wearable activity recognition as well as to benchmark general activity recognition algorithms
http://archive.ics.uci.edu/ml/datasets/Real-time+Election+Results%3A+Portugal+2019,Real-time Election Results: Portugal 2019,"Multivariate, Time-Series, Text",Regression,"Integer, Real",21643,29,2019,Data set of the real-time election results of the 2019 Portuguese Parliamentary Election.
http://archive.ics.uci.edu/ml/datasets/Record+Linkage+Comparison+Patterns,Record Linkage Comparison Patterns,Multivariate,Classification,Real,5749132,12,2011,Element-wise comparison of records with personal data from a record linkage setting. The task is to decide from a comparison pattern whether the underlying records belong to one person.
http://archive.ics.uci.edu/ml/datasets/Relative+location+of+CT+slices+on+axial+axis,Relative location of CT slices on axial axis,Domain-Theory,Regression,Real,53500,386,2011,The dataset consists of 384 features extracted from CT images. The class variable is numeric and denotes the relative location of the CT slice on the axial axis of the human body.
http://archive.ics.uci.edu/ml/datasets/Repeat+Consumption+Matrices,Repeat Consumption Matrices,Multivariate,Clustering,Real,130000,21000,2018,"The dataset contains 7 datasets of User - Item matrices, where each entry represents how many times a user consumed an item. Item is used as an umbrella term for various categories."
http://archive.ics.uci.edu/ml/datasets/Residential+Building+Data+Set,Residential Building Data Set,Multivariate,Regression,Real,372,105,2018,"Data set includes construction cost, sale prices, project variables, and economic variables corresponding to real estate single-family residential apartments in Tehran, Iran."
http://archive.ics.uci.edu/ml/datasets/Restaurant+%26+consumer+data,Restaurant & consumer data,Multivariate,,,138,47,2012,The dataset was obtained from a recommender system prototype. The task was to generate a top-n list of restaurants according to the consumer preferences.
http://archive.ics.uci.edu/ml/datasets/Reuter_50_50,Reuter_50_50,"Multivariate, Text, Domain-Theory","Classification, Clustering",Real,2500,10000,2011,The dataset is used for authorship identification in online Writeprint which is a new research field of pattern recognition.
http://archive.ics.uci.edu/ml/datasets/Reuters+RCV1+RCV2+Multilingual%2C+Multiview+Text+Categorization+Test+collection,"Reuters RCV1 RCV2 Multilingual, Multiview Text Categorization Test collection",Multivariate,Classification,Real,111740,,2013,"This test collection contains feature characteristics of documents originally written in five different languages and their translations, over a common set of 6 categories."
http://archive.ics.uci.edu/ml/datasets/Reuters+Transcribed+Subset,Reuters Transcribed Subset,Text,Classification,,200,,2008,This dataset is created by reading out 200 files from the 10 largest Reuters classes and using an Automatic Speech Recognition system to create corresponding transcriptions.
http://archive.ics.uci.edu/ml/datasets/Reuters-21578+Text+Categorization+Collection,Reuters-21578 Text Categorization Collection,Text,Classification,Categorical,21578,5,1997,This is a collection of documents that appeared on Reuters newswire in 1987. The documents were assembled and indexed with categories.
http://archive.ics.uci.edu/ml/datasets/Rice+Leaf+Diseases,Rice Leaf Diseases,Multivariate,Classification,Integer,120,,2019,There are three classes/diseases
http://archive.ics.uci.edu/ml/datasets/Robot+Execution+Failures,Robot Execution Failures,"Multivariate, Time-Series",Classification,Integer,463,90,1999,This dataset contains force and torque measurements on a robot after failure detection. Each failure is characterized by 15 force/torque samples collected at regular time intervals
http://archive.ics.uci.edu/ml/datasets/Roman+Urdu+Data+Set,Roman Urdu Data Set,Text,Classification,,20000,2,2018,Roman Urdu (the scripting style for Urdu language) is one of the limited resource languages.A data corpus comprising of more than 20000 records was collected.
http://archive.ics.uci.edu/ml/datasets/Sales_Transactions_Dataset_Weekly,Sales_Transactions_Dataset_Weekly,"Multivariate, Time-Series",Clustering,"Integer, Real",811,53,2017,Contains weekly purchased quantities of 800 over products over 52 weeks. Normalised values are provided too.
http://archive.ics.uci.edu/ml/datasets/SCADI,SCADI,Multivariate,"Classification, Clustering",,70,206,2018,First self-care activities dataset based on ICF-CY.
http://archive.ics.uci.edu/ml/datasets/SECOM,SECOM,Multivariate,"Classification, Causal-Discovery",Real,1567,591,2008,Data from a semi-conductor manufacturing process
http://archive.ics.uci.edu/ml/datasets/seeds,seeds,Multivariate,"Classification, Clustering",Real,210,7,2012,"Measurements of geometrical properties of kernels belonging to three different varieties of wheat. A soft X-ray technique and GRAINS package were used to construct all seven, real-valued attributes."
http://archive.ics.uci.edu/ml/datasets/seismic-bumps,seismic-bumps,Multivariate,Classification,Real,2584,19,2013,The data describe the problem of high energy (higher than 10^4 J) seismic bumps forecasting in a coal mine. Data come from two of longwalls located in a Polish coal mine.
http://archive.ics.uci.edu/ml/datasets/selfBACK,selfBACK,Time-Series,"Classification, Clustering",Real,26136,6,2020,The SELFBACK dataset is a Human Activity Recognition Dataset of 9 activity classes recorded with two tri-axial accelerometers.
http://archive.ics.uci.edu/ml/datasets/Semeion+Handwritten+Digit,Semeion Handwritten Digit,Multivariate,Classification,Integer,1593,256,2008,"1593 handwritten digits from around 80 persons were scanned, stretched in a rectangular box 16x16 in a gray scale of 256 values."
http://archive.ics.uci.edu/ml/datasets/sEMG+for+Basic+Hand+movements,sEMG for Basic Hand movements,Time-Series,Classification,Real,3000,2500,2014,The sEMG for Basic Hand movements includes 2 databases of surface electromyographic signals of 6 hand movements using Delsys' EMG System. Healthy subjects conducted six daily life grasps.
http://archive.ics.uci.edu/ml/datasets/Sentence+Classification,Sentence Classification,Text,Classification,Integer,,,2014,"Contains sentences from the abstract and introduction of 30 articles annotated with a modified Argumentative Zones annotation scheme. These articles come from biology, machine learning and psychology."
http://archive.ics.uci.edu/ml/datasets/Sentiment+Labelled+Sentences,Sentiment Labelled Sentences,Text,Classification,,3000,,2015,The dataset contains sentences labelled with positive or negative sentiment.
http://archive.ics.uci.edu/ml/datasets/ser+Knowledge+Modeling+Data+%28Students%27+Knowledge+Levels+on+DC+Electrical+Machines%29,ser Knowledge Modeling Data (Students' Knowledge Levels on DC Electrical Machines),Multivariate,Classification,Real,403,5,2013,The dataset is about the users' learning activities and knowledge levels on subjects of DC Electrical Machines. The dataset had been obtained from online web-courses and reported in my Ph.D. Thesis.
http://archive.ics.uci.edu/ml/datasets/Servo,Servo,Multivariate,Regression,"Categorical, Integer",167,4,1993,Data was from a simulation of a servo system
http://archive.ics.uci.edu/ml/datasets/SGEMM+GPU+kernel+performance,SGEMM GPU kernel performance,Multivariate,Regression,Integer,241600,18,2018,Running times for multiplying two 2048 x 2048 matrices using a GPU OpenCL SGEMM kernel with varying parameters (using the library 'CLTune').
http://archive.ics.uci.edu/ml/datasets/Shoulder+Implant+X-Ray+Manufacturer+Classification,Shoulder Implant X-Ray Manufacturer Classification,Multivariate,Classification,Real,597,1,2020,597 de-identified raw X-ray scans of implanted shoulder prostheses from four manufactures.
http://archive.ics.uci.edu/ml/datasets/Shuttle+Landing+Control,Shuttle Landing Control,Multivariate,Classification,Categorical,15,6,1988,Tiny database; all nominal values
http://archive.ics.uci.edu/ml/datasets/SIFT10M,SIFT10M,Multivariate,Causal-Discovery,Integer,11164866,128,2016,"In SIFT10M, each data point is a SIFT feature which is extracted from Caltech-256 by the open source VLFeat library. The corresponding patches of the SIFT features are provided."
http://archive.ics.uci.edu/ml/datasets/Simulated+Falls+and+Daily+Living+Activities+Data+Set,Simulated Falls and Daily Living Activities Data Set,Time-Series,Classification,Integer,3060,138,2018,"20 falls and 16 daily living activities were performed by 17 volunteers with 5 repetitions while wearing 6 sensors (3.060 instances) that attached to their head, chest, waist, wrist, thigh and ankle."
http://archive.ics.uci.edu/ml/datasets/SkillCraft1+Master+Table+Dataset,SkillCraft1 Master Table Dataset,Multivariate,Regression,"Integer, Real",3395,20,2013,"This data was used in Thompson et al. (2013). A list of possible game actions is discussed in Thompson, Blair, Chen, & Henrey (2013)."
http://archive.ics.uci.edu/ml/datasets/Skin+Segmentation,Skin Segmentation,Univariate,Classification,Real,245057,4,2012,"The Skin Segmentation dataset is constructed over B, G, R color space. Skin and Nonskin dataset is generated using skin textures from face images of diversity of age, gender, and race people."
http://archive.ics.uci.edu/ml/datasets/Smartphone+Dataset+for+Human+Activity+Recognition+%28HAR%29+in+Ambient+Assisted+Living+%28AAL%29,Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),Time-Series,Classification,Real,5744,561,2016,This data is an addition to an existing dataset on UCI. We collected more data to improve the accuracy of our human activity recognition algorithms applied in the domain of Ambient Assisted Living.
http://archive.ics.uci.edu/ml/datasets/Smartphone-Based+Recognition+of+Human+Activities+and+Postural+Transitions,Smartphone-Based Recognition of Human Activities and Postural Transitions,"Multivariate, Time-Series",Classification,Real,10929,561,2015,Activity recognition data set built from the recordings of 30 subjects performing basic activities and postural transitions while carrying a waist-mounted smartphone with embedded inertial sensors.
http://archive.ics.uci.edu/ml/datasets/SML2010,SML2010,"Multivariate, Sequential, Time-Series, Text",Regression,Real,4137,24,2014,This dataset is collected from a monitor system mounted in a domotic house. It corresponds to approximately 40 days of monitoring data.
http://archive.ics.uci.edu/ml/datasets/SMS+Spam+Collection,SMS Spam Collection,"Multivariate, Text, Domain-Theory","Classification, Clustering",Real,5574,,2012,The SMS Spam Collection is a public set of SMS labeled messages that have been collected for mobile phone spam research.
http://archive.ics.uci.edu/ml/datasets/Solar+Flare,Solar Flare,Multivariate,Regression,Categorical,1389,10,1989,Each class attribute counts the number of solar flares of a certain class that occur in a 24 hour period
http://archive.ics.uci.edu/ml/datasets/Somerville+Happiness+Survey,Somerville Happiness Survey,,Classification,Integer,143,7,2018,A data extract of a non-federal dataset posted here https
http://archive.ics.uci.edu/ml/datasets/South+German+Credit,South German Credit,Multivariate,"Classification, Regression, Clustering","Integer, Real",1000,21,2019,700 good and 300 bad credits with 20 predictor variables. Data from 1973 to 1975. Stratified sample from actual credits with bad credits heavily oversampled. A cost matrix can be used.
http://archive.ics.uci.edu/ml/datasets/Soybean+%28Large%29,Soybean (Large),Multivariate,Classification,Categorical,307,35,1988,Michalski's famous soybean disease database
http://archive.ics.uci.edu/ml/datasets/Soybean+%28Small%29,Soybean (Small),Multivariate,Classification,Categorical,47,35,1987,Michalski's famous soybean disease database
http://archive.ics.uci.edu/ml/datasets/Spambase,Spambase,Multivariate,Classification,"Integer, Real",4601,57,1999,Classifying Email as Spam or Non-Spam
http://archive.ics.uci.edu/ml/datasets/Speaker+Accent+Recognition,Speaker Accent Recognition,Multivariate,Classification,Real,329,12,2020,Data set featuring single English words read by speakers from six different countries for accent detection and recognition
http://archive.ics.uci.edu/ml/datasets/SPECT+Heart,SPECT Heart,Multivariate,Classification,Categorical,267,22,2001,Data on cardiac Single Proton Emission Computed Tomography (SPECT) images. Each patient classified into two categories
http://archive.ics.uci.edu/ml/datasets/SPECTF+Heart,SPECTF Heart,Multivariate,Classification,Integer,267,44,2001,Data on cardiac Single Proton Emission Computed Tomography (SPECT) images. Each patient classified into two categories
http://archive.ics.uci.edu/ml/datasets/Spoken+Arabic+Digit,Spoken Arabic Digit,"Multivariate, Time-Series",Classification,Real,8800,13,2010,This dataset contains timeseries of mel-frequency cepstrum coefficients (MFCCs) corresponding to spoken Arabic digits. Includes data from 44 male and 44 female native Arabic speakers.
http://archive.ics.uci.edu/ml/datasets/Sponge,Sponge,Multivariate,Clustering,"Categorical, Integer",76,45,,Data on sponges; Attributes in spanish
http://archive.ics.uci.edu/ml/datasets/Sports+articles+for+objectivity+analysis,Sports articles for objectivity analysis,"Multivariate, Text",Classification,Integer,1000,59,2018,"1000 sports articles were labeled using Amazon Mechanical Turk as objective or subjective. The raw texts, extracted features, and the URLs from which the articles were retrieved are provided."
http://archive.ics.uci.edu/ml/datasets/Statlog+%28Australian+Credit+Approval%29,Statlog (Australian Credit Approval),Multivariate,Classification,"Categorical, Integer, Real",690,14,,This file concerns credit card applications. This database exists elsewhere in the repository (Credit Screening Database) in a slightly different form
http://archive.ics.uci.edu/ml/datasets/Statlog+%28German+Credit+Data%29,Statlog (German Credit Data),Multivariate,Classification,"Categorical, Integer",1000,20,1994,This dataset classifies people described by a set of attributes as good or bad credit risks. Comes in two formats (one all numeric). Also comes with a cost matrix
http://archive.ics.uci.edu/ml/datasets/Statlog+%28Heart%29,Statlog (Heart),Multivariate,Classification,"Categorical, Real",270,13,,This dataset is a heart disease database similar to a database already present in the repository (Heart Disease databases) but in a slightly different form
http://archive.ics.uci.edu/ml/datasets/Statlog+%28Image+Segmentation%29,Statlog (Image Segmentation),Multivariate,Classification,Real,2310,19,1990,This dataset is an image segmentation database similar to a database already present in the repository (Image segmentation database) but in a slightly different form.
http://archive.ics.uci.edu/ml/datasets/Statlog+%28Landsat+Satellite%29,Statlog (Landsat Satellite),Multivariate,Classification,Integer,6435,36,1993,"Multi-spectral values of pixels in 3x3 neighbourhoods in a satellite image, and the classification associated with the central pixel in each neighbourhood"
http://archive.ics.uci.edu/ml/datasets/Statlog+%28Shuttle%29,Statlog (Shuttle),Multivariate,Classification,Integer,58000,9,,The shuttle dataset contains 9 attributes all of which are numerical. Approximately 80% of the data belongs to class 1
http://archive.ics.uci.edu/ml/datasets/Statlog+%28Vehicle+Silhouettes%29,Statlog (Vehicle Silhouettes),Multivariate,Classification,Integer,946,18,,3D objects within a 2D image by application of an ensemble of shape feature extractors to the 2D silhouettes of the objects.
http://archive.ics.uci.edu/ml/datasets/Statlog+Project,Statlog Project,,,,,,1992,Various Databases
http://archive.ics.uci.edu/ml/datasets/Steel+Plates+Faults,Steel Plates Faults,Multivariate,Classification,"Integer, Real",1941,27,2010,"A dataset of steel plates’ faults, classified into 7 different types. The goal was to train machine learning for automatic pattern recognition."
http://archive.ics.uci.edu/ml/datasets/Stock+portfolio+performance,Stock portfolio performance,Multivariate,Regression,Real,315,12,2016,The data set of performances of weighted scoring stock portfolios are obtained with mixture design from the US stock market historical database.
http://archive.ics.uci.edu/ml/datasets/StoneFlakes,StoneFlakes,Multivariate,"Classification, Clustering, Causal-Discovery",Real,79,8,2014,Stone flakes are waste products of the stone tool production in the prehistoric era. The variables are means of geometric and stylistic features of the flakes contained in different inventories.
http://archive.ics.uci.edu/ml/datasets/Student+Academics+Performance,Student Academics Performance,Multivariate,Classification,,300,22,2018,"The dataset tried to find the end semester percentage prediction based on different social, economic and academic attributes."
http://archive.ics.uci.edu/ml/datasets/Student+Loan+Relational,Student Loan Relational,Domain-Theory,,,1000,,1993,Student Loan Relational Domain
http://archive.ics.uci.edu/ml/datasets/Student+Performance,Student Performance,Multivariate,"Classification, Regression",Integer,649,33,2014,Predict student performance in secondary education (high school).
http://archive.ics.uci.edu/ml/datasets/Superconductivty+Data,Superconductivty Data,Multivariate,Regression,Real,21263,81,2018,Two file s contain data on 21263 superconductors and their relevant features.
http://archive.ics.uci.edu/ml/datasets/SUSY,SUSY,,Classification,Real,5000000,18,2014,This is a classification problem to distinguish between a signal process which produces supersymmetric particles and a background process which does not.
http://archive.ics.uci.edu/ml/datasets/Swarm+Behaviour,Swarm Behaviour,Multivariate,Classification,Real,24017,2400,2020,"This dataset achieved from an online survey, which is run by UNSW, Australia. It contains three data of ' Flocking - Not Flocking', 'Aligned - Not Aligned', and 'Grouped - Not Grouped'."
http://archive.ics.uci.edu/ml/datasets/Synthetic+Control+Chart+Time+Series,Synthetic Control Chart Time Series,Time-Series,"Classification, Clustering",Real,600,,1999,This data consists of synthetically generated control charts.
http://archive.ics.uci.edu/ml/datasets/Syskill+and+Webert+Web+Page+Ratings,Syskill and Webert Web Page Ratings,"Multivariate, Text",Classification,Categorical,332,5,1998,This database contains HTML source of web pages plus the ratings of a single user on these web pages. Web pages are on four seperate subjects (Bands- recording artists; Goats; Sheep; and BioMedical)
http://archive.ics.uci.edu/ml/datasets/Tamilnadu+Electricity+Board+Hourly+Readings,Tamilnadu Electricity Board Hourly Readings,Multivariate,"Classification, Regression, Clustering",Real,45781,5,2013,This data can be effectively produced the result to fewer parameter of the Load profile can be reduced in the Database
http://archive.ics.uci.edu/ml/datasets/Tarvel+Review+Ratings,Tarvel Review Ratings,"Multivariate, Text","Classification, Clustering",Real,5456,25,2018,Google reviews on attractions from 24 categories across Europe are considered. Google user rating ranges from 1 to 5 and average user rating per category is calculated.
http://archive.ics.uci.edu/ml/datasets/Taxi+Service+Trajectory+-+Prediction+Challenge%2C+ECML+PKDD+2015,"Taxi Service Trajectory - Prediction Challenge, ECML PKDD 2015","Multivariate, Sequential, Time-Series, Domain-Theory","Clustering, Causal-Discovery",Real,1710671,9,2015,"An accurate dataset describing trajectories performed by all the 442 taxis running in the city of Porto, in Portugal."
http://archive.ics.uci.edu/ml/datasets/Teaching+Assistant+Evaluation,Teaching Assistant Evaluation,Multivariate,Classification,"Categorical, Integer",151,5,1997,"The data consist of evaluations of teaching performance; scores are ""low"", ""medium"", or ""high"""
http://archive.ics.uci.edu/ml/datasets/Tennis+Major+Tournament+Match+Statistics,Tennis Major Tournament Match Statistics,Multivariate,"Classification, Regression, Clustering","Integer, Real",127,42,2014,This is a collection of 8 files containing the match statistics for both women and men at the four major tennis tournaments of the year 2013. Each file has 42 columns and a minimum of 76 rows.
http://archive.ics.uci.edu/ml/datasets/Thoracic+Surgery+Data,Thoracic Surgery Data,Multivariate,Classification,"Integer, Real",470,17,2013,The data is dedicated to classification problem related to the post-operative life expectancy in the lung cancer patients
http://archive.ics.uci.edu/ml/datasets/Thyroid+Disease,Thyroid Disease,"Multivariate, Domain-Theory",Classification,"Categorical, Real",7200,21,1987,10 separate databases from Garavan Institute
http://archive.ics.uci.edu/ml/datasets/Tic-Tac-Toe+Endgame,Tic-Tac-Toe Endgame,Multivariate,Classification,Categorical,958,9,1991,Binary classification task on possible configurations of tic-tac-toe game
http://archive.ics.uci.edu/ml/datasets/Trains,Trains,Multivariate,Classification,Categorical,10,32,1994,"2 data formats (structured, one-instance-per-line)"
http://archive.ics.uci.edu/ml/datasets/Travel+Reviews,Travel Reviews,"Multivariate, Text","Classification, Clustering",Real,980,11,2018,"Reviews on destinations in 10 categories mentioned across East Asia. Each traveler rating is mapped as Excellent(4), Very Good(3), Average(2), Poor(1), and Terrible(0) and average rating is used."
http://archive.ics.uci.edu/ml/datasets/TTC-3600%3A+Benchmark+dataset+for+Turkish+text+categorization,TTC-3600: Benchmark dataset for Turkish text categorization,Text,"Classification, Clustering",Integer,3600,4814,2017,"The TTC-3600 data set is a collection of Turkish news and articles including categorized 3,600 documents from 6 well-known portals in Turkey. It has 4 different forms in ARFF Weka format."
http://archive.ics.uci.edu/ml/datasets/Turkiye+Student+Evaluation,Turkiye Student Evaluation,Multivariate,"Classification, Clustering",,5820,33,2013,This data set contains a total 5820 evaluation scores provided by students from Gazi University in Ankara (Turkey). There is a total of 28 course specific questions and additional 5 attributes.
http://archive.ics.uci.edu/ml/datasets/TV+News+Channel+Commercial+Detection+Dataset,TV News Channel Commercial Detection Dataset,Multivariate,"Classification, Clustering",Real,129685,12,2015,TV Commercials data set consists of standard audio-visual features of video shots extracted from 150 hours of TV news broadcast of 3 Indian and 2 international news channels ( 30 Hours each).
http://archive.ics.uci.edu/ml/datasets/Twenty+Newsgroups,Twenty Newsgroups,Text,,,20000,,1999,This data set consists of 20000 messages taken from 20 newsgroups.
